pert_iname,sig_id,cell,pert_idose,pert_itime(h),Jaccard,instersection with queried up,instersection with queried down
alfuzosin,CPC004_VCAP_24H:BRD-A09056319-001-05-5:10,VCAP,10 µM,24,0.0371900826446281,"10410,10561,1116,1545,1983,2309,2353,27074,2876,3934,4502,4599,4600,5696,5806,6192,6279,6280,6622,6774,7037,7045,8519,8991,928,948,969",
cortisone,CPC010_HEPG2_6H:BRD-K43736954-001-18-1:10,HEPG2,10 µM,6,0.03714710252600297,"10538,10550,10964,1512,1545,2752,2919,2935,3557,3934,3956,4057,4082,4317,5209,54739,6280,6286,6590,7045,7048,7057,7357,8519,8942",
zonisamide,CPC005_HT29_6H:BRD-K48300629-001-03-8:10,HT29,10 µM,6,0.037089871611982884,"10625,1535,1983,2180,2923,2935,301,302,3557,4057,50486,5266,5272,5359,6192,6279,6280,6281,65125,6590,6648,7045,7127,8140,929,9935",
teniposide,HOG002_MCF7_24H:BRD-A35588707-001-04-8:0.0015,MCF7,1 nM,24,0.037037037037037035,"10410,10581,1512,1536,1545,217,2207,2219,3934,4005,4082,490,50486,5272,57162,5885,60489,7040,7045,728,8743,9056,9111,929,948,9935",
sulfadoxine,REP.A007_HA1E_24H:M05,HA1E,0.12 um,24,0.03698435277382646,"10161,10365,10370,10561,10602,10625,10875,10964,116496,1844,2495,3312,3434,3437,4599,54739,5743,60489,6590,694,8519,8743,8942,8991,9516,962",
topiroxostat,REP.A025_HA1E_24H:L18,HA1E,0.04 um,24,0.03698435277382646,"10261,10437,2215,2357,2359,241,2920,2921,3045,3241,330,3434,366,3934,4057,4318,4332,4973,50486,5055,5329,5806,6535,7045,929,972",
cinacalcet,CPC014_HA1E_6H:BRD-K73838513-003-01-4:10,HA1E,10 µM,6,0.03698224852071006,"1536,1983,2207,2215,2357,241,3437,366,3936,4599,4600,4616,5329,5355,5743,597,6535,728,7791,8743,8991,9086,939,9595,9636",
alizapride,REP.A012_HELA_24H:M14,HELA,3.33 um,24,0.036931818181818184,"10140,10628,10875,1848,2180,3001,3043,3123,3320,4082,4502,5806,597,6282,6286,64116,7045,7048,7057,7357,8942,928,929,948,972,9935",
perphenazine,CPC020_VCAP_24H:BRD-K10995081-001-21-2:10,VCAP,10 µM,24,0.036931818181818184,"10561,10964,116496,1236,1535,1633,1848,214,26286,27074,3434,3620,4502,4599,4942,51191,5272,60489,6303,6402,6611,6772,8773,9086,960,9636",
troxipide,CPC011_A549_24H:BRD-A68589262-001-02-7:10,A549,10 µM,24,0.03687943262411347,"10625,10875,2219,25932,2643,2752,3043,3620,3638,3934,4066,4318,4616,5265,57162,6280,6286,6303,6351,64422,6648,7305,7389,8140,929,9935",
levonorgestrel,REP.A023_A375_24H:G03,A375,1.11 um,24,0.036827195467422094,"10477,116496,1508,1536,2207,241,2995,3312,3434,3665,3937,4057,4502,4615,50486,5209,53827,5573,6282,64422,6611,6653,7305,929,9636,9935",
meropenem,CPD003_PC3_6H:BRD-K74615293-001-01-5:10,PC3,10 µM,6,0.036827195467422094,"11010,11151,1371,1633,2643,2752,302,3459,3561,3936,3983,4502,4791,4904,4942,5209,5265,6279,6303,6351,6364,6515,7305,9188,951,969",
methotrexate,CPC011_A549_24H:BRD-K59456551-002-15-8:10,A549,10 µM,24,0.03672316384180791,"10161,11151,1116,1669,1983,2123,25932,2919,3043,3337,3620,3934,4005,4057,4318,4973,54407,57162,604,6283,64092,6653,7037,7453,85236,8682",
flunarizine,CPC004_HA1E_6H:BRD-K29582677-300-06-4:10,HA1E,10 µM,6,0.03672316384180791,"1116,214,241,3983,4005,4792,50486,5055,5142,5209,5341,602,604,6279,6364,6648,6653,7037,7086,7124,7130,7462,7791,7805,8743,929",
pilocarpine,REP.A020_HT29_24H:E03,HT29,1.11 um,24,0.03672316384180791,"100,1236,1669,27102,3001,3569,3702,3759,3934,3983,4050,4057,4318,51170,5266,54205,5806,597,6280,6283,6286,6648,6653,7127,87,969",
pyrantel,CPD001_PC3_24H:BRD-K63072637-046-01-2:10,PC3,10 µM,24,0.03671071953010279,"1027,10577,10625,1116,1512,2634,2752,2923,3001,3002,334,3560,4318,4942,5328,5355,5551,5660,5887,6277,682,8140,8301,8942,960",
alverine,CPD001_PC3_24H:BRD-K89055274-048-17-7:10,PC3,10 µM,24,0.03669724770642202,"10098,10370,1844,2015,2180,2752,2876,3043,3045,3557,4000,4318,4354,5055,5265,55819,6192,6279,6280,6521,6774,9086,928,948",
hexylresorcinol,CPC005_VCAP_6H:BRD-K99946902-001-06-7:10,VCAP,10 µM,6,0.03656821378340366,"1102,1535,1669,241,27074,301,3043,330,3428,3459,3553,3934,3956,50486,5142,53346,5341,54205,5552,57162,6192,6303,64092,7805,8334,8875",
bifonazole,CPC011_HA1E_6H:BRD-A94543220-001-19-7:10,HA1E,10 µM,6,0.03651685393258427,"10140,10161,1027,1043,1116,1512,1604,1844,1983,217,2495,27074,27430,3106,3107,3936,4973,54205,5494,5696,6513,6515,6653,7037,7462,928",
clopidogrel,NMH001_NPC_6H:BRD-A93269281-001-01-4:10,NPC,10 µM,6,0.036414565826330535,"10561,10602,10964,1116,1230,217,27074,3434,3437,3557,4318,4332,4599,4939,51191,54739,602,6279,6280,6283,6535,7095,7529,8743,948,960",
anethole,CRCGN004_HA1E_24H:BRD-K49060658-001-04-9:20.6UM,HA1E,20 µM,24,0.036390101892285295,"10410,10561,10735,10964,214,25932,27074,3115,3434,3624,4057,4599,5359,5552,6192,64135,7130,7295,7305,85236,8743,8837,9111,9446,9636",
bisacodyl,CPC004_HA1E_24H:BRD-K39987650-001-15-9:10,HA1E,10 µM,24,0.036390101892285295,"10628,10801,10964,116496,1545,214,2517,25816,3105,3106,3312,3428,3569,3759,4599,4904,5696,6192,64167,6500,669,7045,7048,8665,9086",
chlortetracycline,CPC005_PC3_6H:BRD-A41555725-003-02-7:10,PC3,10 µM,6,0.036390101892285295,"10140,10161,10437,10602,10628,1983,2219,2495,302,3043,3045,3934,3956,4057,5473,55819,57162,5734,60489,6277,7295,7533,9056,929,948",
trimetozine,CPC004_VCAP_24H:BRD-K53220666-001-01-8:10,VCAP,10 µM,24,0.036390101892285295,"100,1043,11010,1116,214,2180,241,3241,334,366,3936,397,5696,57142,6192,6283,64092,6653,7045,728,7529,7846,7994,8682,948",
urapidil,CPC011_HT29_6H:BRD-K73196317-003-10-6:10,HT29,10 µM,6,0.03636363636363636,"10094,10140,10370,10409,10875,1175,1848,2876,2919,2923,4000,4005,4082,5265,527,54407,57142,6192,6279,6280,6286,7045,7086,7323,8870,9188",
cetirizine,CPC003_HA1E_24H:BRD-A42571354-300-07-0:10,HA1E,10 µM,24,0.03636363636363636,"10318,10964,1535,1633,2517,3002,301,302,3434,3665,3685,3983,4005,490,51191,5265,5272,6279,6280,6402,64092,6772,7045,8743,9636,969",
clorsulon,CPD002_MCF7_24H:BRD-K97521363-001-10-4:10,MCF7,10 µM,24,0.03636363636363636,"10048,10365,10577,10581,1536,2014,3638,3726,4048,4170,54205,54407,5734,5806,6280,6281,6402,64116,6590,7048,7057,7763,8519,8743,929,9935",
danazol,REP.A028_PC3_24H:A20,PC3,3.33 um,24,0.036284470246734396,"10098,10581,1102,133,1462,1633,1848,214,2876,3181,3329,3759,4082,4318,51056,51170,6192,6286,7057,7456,8519,9086,928,9446,948",
chlorzoxazone,CPD001_PC3_24H:BRD-K98174813-001-12-3:10,PC3,10 µM,24,0.036231884057971016,"10370,116496,1669,1844,25932,2876,3001,301,3043,3337,3727,3934,5328,54407,5551,6279,6280,6286,6303,6364,64116,669,8942,8991,960",
flunisolide,CPC017_HT29_6H:BRD-K49577446-001-03-1:10,HT29,10 µM,6,0.0361794500723589,"10161,10318,10379,133,1512,1633,214,23406,23657,2517,3043,334,3597,3685,4005,4050,6303,64422,6513,6611,6653,6772,7045,8334,948",
isoprenaline,CPD003_PC3_24H:BRD-K24473282-003-06-8:10,PC3,10 µM,24,0.0361794500723589,"10409,10410,133,1545,1604,1983,214,2180,2872,2919,3043,3107,3135,3312,3669,4790,4792,51573,5696,6364,6535,7764,8519,8991,9935",
meglumine,CPD003_PC3_6H:BRD-K28595280-001-01-1:10,PC3,10 µM,6,0.03616133518776078,"1116,1512,23601,2995,3123,3434,3437,3759,3934,4050,4599,4791,5142,5265,5272,5359,5552,5743,597,6303,64135,8519,8743,9595,962,972",
sulfathiazole,CPD001_MCF7_6H:BRD-K14705039-001-11-5:10,MCF7,10 µM,6,0.03616133518776078,"100,1116,116496,1512,1844,217,2752,2919,3043,3045,3936,4318,4780,50486,5265,6279,6283,6521,6622,6653,7037,7045,8682,8991,9246,960",
cilnidipine,CPC001_HA1E_6H:BRD-A07875874-001-01-6:10,HA1E,10 µM,6,0.036127167630057806,"11151,23764,241,2919,2921,329,3569,3638,4599,4790,5328,5329,6192,6347,6364,65108,6535,7128,7357,8655,8870,9188,928,9308,9516",
sulfacetamide,CPC020_PC3_6H:BRD-K21520694-001-17-2:10,PC3,10 µM,6,0.036127167630057806,"10140,1027,10318,10964,11151,1116,1512,2014,217,2517,301,308,3685,4050,4057,4616,50486,5209,5265,5329,6192,7048,7086,9086,928",
fenbufen,CPC016_HT29_6H:BRD-K12513978-001-16-7:10,HT29,10 µM,6,0.036127167630057806,"10409,1326,2207,241,25932,2643,2919,3312,3934,4057,4082,4299,4318,4332,597,6192,6279,6280,6283,6286,6402,6653,7037,7305,8991",
midodrine,CPC020_VCAP_24H:BRD-A79981887-003-14-9:10,VCAP,10 µM,24,0.03611111111111111,"10140,1026,1027,10318,10365,10409,10628,11151,2643,2752,3043,3312,3398,3669,3934,4170,4318,4502,50486,51696,6279,6280,6515,6611,7324,928",
lacidipine,CPC011_VCAP_6H:BRD-A52282606-001-05-5:10,VCAP,10 µM,6,0.03602305475504323,"1026,1116,1604,2207,2219,2752,3045,3428,3557,3638,4057,5265,5551,5734,5887,6279,6280,6283,6535,6772,728,8743,928,929,972",
nitazoxanide,CPC011_MCF7_6H:BRD-K96471533-001-04-1:10,MCF7,10 µM,6,0.036011080332409975,"10098,10161,11010,1102,1116,1536,214,23601,241,2752,301,3956,4057,4067,4318,5265,5272,5329,53827,6192,6279,6280,64116,6590,826,8942",
zolmitriptan,CPC010_A549_6H:BRD-K54314721-001-06-0:10,A549,10 µM,6,0.035982008995502246,"100,10140,10625,1462,1633,1983,2022,2123,226,2353,2923,3043,3045,3398,4942,4973,597,6279,6280,6283,7037,7057,9086,929",
colistin,CPD002_MCF7_24H:BRD-K57773246-065-01-6:10,MCF7,10 µM,24,0.03597122302158273,"10140,133,1535,1633,23603,23645,25932,2643,334,3557,3669,3983,4057,4942,6192,6279,6402,64422,6515,6590,665,7045,7128,8942,9086",
phenoxybenzamine,CPC003_VCAP_6H:BRD-A67799922-003-15-3:10,VCAP,10 µM,6,0.03597122302158273,"10098,10365,10409,1116,1983,214,23657,2752,3001,3002,301,3428,3620,3669,3759,4082,5196,5266,60489,6279,6280,64167,7095,7127,9595",
mebeverine,CPC004_VCAP_6H:BRD-A09467419-003-14-1:10,VCAP,10 µM,6,0.03597122302158273,"10261,1116,133,1844,2022,2357,2359,23657,2495,27074,366,3934,4057,4973,51191,597,6279,6280,6402,64092,728,8837,9188,948,9595",
disulfiram,REP.A003_MCF7_24H:E20,MCF7,3.33 um,24,0.03592814371257485,"10370,10561,10964,1476,1545,1654,217,27074,302,3312,3434,3437,3557,4050,4318,4599,4938,4939,51056,51573,5743,6535,682,85236",
agomelatine,REP.A021_HA1E_24H:L03,HA1E,1.11 um,24,0.03581267217630854,"1026,1027,10477,10602,10628,10964,1545,2022,2517,2643,3178,4005,4318,51170,5265,54739,6279,6280,6286,6622,6772,694,7048,7057,9111,928",
adapalene,REP.A009_HELA_24H:N12,HELA,0.04 um,24,0.0357653791130186,"10161,10410,1102,1536,3043,3045,3665,4057,4318,4939,5055,5265,5329,55819,60489,6192,6279,6280,6364,682,7040,7045,7846,8519,8942",
cephalexin,CPC011_HA1E_6H:BRD-K90733503-001-02-0:10,HA1E,10 µM,6,0.03571428571428571,"10161,1027,1512,1545,1633,2353,329,3329,3434,4502,4600,51056,51170,5265,54205,5552,6192,6364,6622,6772,7037,729230,9086,9636,9935",
deracoxib,CPC004_VCAP_6H:BRD-K68558722-001-03-2:10,VCAP,10 µM,6,0.03571428571428571,"10140,10577,1116,133,1633,1843,2014,2353,3043,3159,3934,4066,4502,4616,4778,5473,5552,60489,6279,6280,6402,7037,7295,8743,8991,960",
telbivudine,REP.A002_PC3_24H:D06,PC3,0.04 um,24,0.03566333808844508,"10318,1043,133,1545,23406,2597,28231,3001,3043,3702,4478,50486,51170,57823,6281,6286,6347,6351,6364,64092,6515,83442,8519,948,9636",
cefazolin,CPC020_HA1E_6H:BRD-A65282128-236-02-8:10,HA1E,10 µM,6,0.03566333808844508,"10098,10370,10625,1116,1669,214,2752,329,4170,4317,4318,50486,5055,5887,604,6231,6282,6283,6364,7048,7128,7324,7357,8991,9935",
malotilate,REP.A027_MCF7_24H:P16,MCF7,0.37 um,24,0.03566333808844508,"10581,1116,1545,1844,2038,214,217,2876,2920,2921,3045,3098,3759,4057,4067,4332,54205,5552,5806,6279,6521,6622,7048,8991,948",
terconazole,CPD002_MCF7_24H:BRD-K86204871-001-10-5:10,MCF7,10 µM,24,0.03561253561253561,"10140,1027,10409,10437,10577,1633,241,25932,2643,2921,3685,4082,4942,5806,6281,6283,6286,64116,6513,6590,6653,7127,8519,929,9935",
tazarotene,REP.A024_PC3_24H:I15,PC3,1.11 um,24,0.03551136363636364,"10370,103910,1236,133,1462,1633,23601,241,3043,3115,3123,3557,3936,4057,5055,5265,6402,64092,64116,6515,7037,7045,728,8991,9308",
tetracycline,CPC020_HT29_6H:BRD-A15493168-001-01-3:10,HT29,10 µM,6,0.03546099290780142,"10409,1535,1545,1848,23657,25873,2921,3569,4057,4082,4973,5552,5887,6231,6279,6280,6282,6283,6590,694,7045,7127,7130,7456,8564",
irinotecan,REP.A005_HA1E_24H:C16,HA1E,0.37 um,24,0.03541076487252125,"116496,1462,2219,23406,2597,2923,3045,3312,4318,4332,50486,5265,5355,54,55819,5887,6281,6622,7037,7045,728,7305,929,948,960",
nadifloxacin,CPD003_PC3_6H:BRD-A24397426-001-05-4:10,PC3,10 µM,6,0.03531073446327684,"1027,1043,1512,1844,2643,397,4005,4050,4609,4791,5142,5209,5265,5464,60489,6192,6351,6513,665,7040,7357,7389,8773,9188,9308",
granisetron,REP.A005_HA1E_24H:M09,HA1E,1.11 um,24,0.03524229074889868,"10370,10875,1116,1508,1512,1647,2180,2597,2752,4057,4318,4616,4940,5265,55819,6192,6286,6648,7048,7127,9086,928,929,9935",
iloperidone,CPC014_MCF7_24H:BRD-K48722833-001-01-9:10,MCF7,10 µM,24,0.03519061583577713,"116496,1326,133,2353,3001,3002,3597,3620,3934,397,4318,5204,5721,60489,64116,7389,7431,7941,8682,9188,9334,960,962,9636",
thiostrepton,MUC.CP003_NKDBA_24H:BRD-A20697603-001-06-4:10,NKDBA,10 µM,24,0.03513513513513514,"1027,10409,10410,10581,1512,1535,214,23406,2876,308,329,3624,397,4318,50486,51170,5265,5328,53346,54,5696,6192,6286,6351,7057,8519",
quinine,CPC006_U937_6H:BRD-U94846492-000-01-1:10,U937,10 µM,6,0.035036496350364967,"10140,10370,10409,10659,1326,1535,1669,23136,2643,4057,4082,4600,5734,597,6192,6280,6283,6286,64092,7037,7128,729230,9086,948",
terazosin,CPD002_PC3_24H:BRD-A22256192-003-18-5:10,PC3,10 µM,24,0.035036496350364967,"10135,10581,1462,1535,1536,1545,3159,3337,3569,3934,4057,4502,4942,51170,51191,5355,54205,6192,6303,65108,6590,7127,7133,9086",
mecamylamine,REP.A004_HT29_24H:E01,HT29,10.0 um,24,0.03498542274052478,"10098,10124,10409,10577,10602,11010,214,23657,2517,2634,2920,2921,3934,4067,490,51056,5328,5660,6277,6279,6280,6402,7045,8743",
hydroxychloroquine,NMH002_FIBRNPC_24H:BRD-A99117172-001-01-1:10,FIBRNPC,10 µM,24,0.03496503496503497,"11010,1983,25932,2919,3241,3337,3727,3936,4082,4170,4318,5266,5887,6192,6279,6280,6281,6283,64116,669,7037,7045,85236,8991,9935",
carteolol,CPC003_HA1E_24H:BRD-A42167015-003-03-7:10,HA1E,10 µM,24,0.03496503496503497,"10409,10577,1326,1983,214,2207,2357,2752,2919,2923,3569,4318,5209,54205,5464,5887,604,6280,6590,6648,7130,8140,9516,975,9935",
cladribine,CPC010_VCAP_24H:BRD-K93034159-001-20-9:10,VCAP,10 µM,24,0.034934497816593885,"10409,10602,1116,2180,3002,3620,4057,4318,4609,4869,50486,5055,5552,57823,6279,6280,6283,6286,6513,7389,8334,85236,9188,969",
chlorpropamide,REP.A025_HA1E_24H:A16,HA1E,0.37 um,24,0.034916201117318434,"1043,133,2014,2353,2517,2752,2919,2920,2921,301,329,3759,4057,4318,5266,5551,5660,6280,6281,6282,6286,8334,8519,9516,975",
desvenlafaxine,REP.A026_PC3_24H:N03,PC3,1.11 um,24,0.034818941504178275,"10135,1043,10964,1512,1604,2014,27074,3159,3934,3983,4057,4067,4599,4600,4616,4938,5266,54205,6192,6280,6590,7037,8519,9086,960",
flubendazole,CPC011_A375_6H:BRD-K86003836-001-06-3:10,A375,10 µM,6,0.03473227206946455,"10161,1236,241,2495,25816,27074,301,3043,3312,366,3759,4067,5341,5473,5552,6192,6303,64092,7057,7130,728,8334,8870,9595",
ceftazidime,CPD002_PC3_6H:BRD-K59935627-345-01-4:10,PC3,10 µM,6,0.03473227206946455,"10409,10964,1349,25873,2634,3437,3638,4299,4938,51131,54741,5552,5806,597,6192,6282,6351,7057,7095,7456,8519,9086,9446,9636",
ronidazole,CPD003_MCF7_24H:BRD-K94266545-001-18-3:10,MCF7,10 µM,24,0.03473227206946455,"10370,10410,10875,10957,1116,116496,23406,2752,3312,4318,50486,51131,5265,6277,6279,6281,6282,6286,6303,7045,8942,9056,9516,9935",
propantheline,CPC020_HCC515_6H:BRD-K90885812-004-21-8:10,HCC515,10 µM,6,0.034722222222222224,"10161,10875,10964,1102,133,217,25932,28231,3043,3437,3620,3956,4616,5272,54739,5696,5887,6279,6347,64135,64167,7533,8519,8743,9636",
cloxacillin,CPD001_MCF7_6H:BRD-K23933163-236-01-3:10,MCF7,10 µM,6,0.03468208092485549,"10602,2123,2495,3002,3045,3115,3620,3927,4332,4502,5055,5196,5265,5328,6277,6283,64116,6500,6513,6590,7040,7045,7057,8334",
thiamine,CPD002_MCF7_24H:BRD-K95785345-300-10-6:10,MCF7,10 µM,24,0.03468208092485549,"100,10410,10577,10581,1499,1508,1512,1545,217,302,334,4048,4942,5272,54205,6282,6402,669,7431,826,8519,8942,960,975",
axitinib,CPC013_A375_6H:BRD-K29905972-001-03-0:10,A375,10 µM,6,0.03463203463203463,"10105,1043,11010,1462,1476,1535,1545,1633,1848,214,217,2876,301,3685,4170,4600,53827,5887,6192,6364,7045,8870,8942,948",
nortriptyline,REP.A026_YAPC_24H:J07,YAPC,10.0 um,24,0.03458646616541353,"10097,10140,10581,11010,1116,116496,3001,3002,3560,4318,4502,50486,54205,5551,5552,5696,60489,6279,6286,64092,8519,8837,9188",
parecoxib,CPC011_MCF7_6H:BRD-K13800121-236-02-5:10,MCF7,10 µM,6,0.03453453453453453,"10561,10964,1182,1938,27074,3045,3106,3107,3434,3437,3557,3983,4067,4938,5055,51191,645,6590,7357,7431,8743,8942,9334",
flumethasone,CPD002_PC3_24H:BRD-K81774264-001-01-6:10,PC3,10 µM,24,0.034532374100719423,"10105,10140,10409,214,23657,2643,3043,308,3431,3553,3665,3685,4082,490,50486,5355,597,6192,6303,6500,7045,8942,9086,948",
liothyronine,CPC005_MCF7_6H:BRD-K89152108-236-04-3:10,MCF7,10 µM,6,0.034482758620689655,"10140,1027,1236,1633,214,2219,226,2353,3115,3702,4057,4683,5328,5551,5885,6192,6280,6286,6590,7127,85236,87,8942,9086",
guanfacine,CPC004_HT29_6H:BRD-K32830106-001-01-8:10,HT29,10 µM,6,0.03443526170798898,"1043,11151,116496,133,1462,23136,3001,3002,3106,3553,3620,3956,4942,50486,5055,54,64092,6535,678,7305,7431,7846,928,948,9595",
captopril,CPD001_MCF7_6H:BRD-K54529596-001-19-8:10,MCF7,10 µM,6,0.0343878954607978,"10365,10370,1043,116496,1462,1545,1604,1669,2752,3927,4005,4057,50486,5209,5265,5359,5743,5887,604,60489,6279,6280,7037,8140,969",
metaxalone,CPC015_ASC_24H:BRD-A94709349-001-03-4:10,ASC,10 µM,24,0.034383954154727794,"10581,1499,1512,1545,214,2180,2495,3043,3055,3123,3329,3685,4082,4332,51191,5204,5552,60,6192,694,7045,7846,8837,9086",
tadalafil,CPC011_A549_6H:BRD-K93645900-001-08-9:10,A549,10 µM,6,0.034334763948497854,"1182,1536,2752,3043,3597,366,4005,4318,4780,5329,5341,5743,602,6283,6347,7107,7462,7791,7941,826,8743,8870,929,9935",
oxcarbazepine,CPC011_VCAP_6H:BRD-K04196797-001-19-4:10,VCAP,10 µM,6,0.03428571428571429,"1027,10318,133,1535,217,23136,2353,27074,3115,3557,4082,4600,4616,5209,5265,6280,6303,7040,7130,8638,9086,948,9595,9935",
lansoprazole,CPD003_PC3_6H:BRD-A49172652-001-21-4:10,PC3,10 µM,6,0.03427719821162444,"10318,1116,1512,2022,2180,2215,2357,2752,3043,3106,397,4057,4318,5209,5265,5266,5359,6279,6280,7130,7805,8743,9592",
diphemanil,CPC005_HCC515_6H:BRD-K93441486-067-03-7:10,HCC515,10 µM,6,0.03422619047619048,"10581,1844,301,3115,334,3398,3624,366,3702,4942,5265,5494,6192,6282,6402,64116,6611,6653,728,8519,87,8942,9086",
demeclocycline,CPC020_MCF7_6H:BRD-A75368507-001-02-2:10,MCF7,10 µM,6,0.03418803418803419,"10098,10370,10437,116496,23657,241,27074,3557,3561,4000,490,50486,5055,5216,5266,5551,5887,60,6280,65108,7128,7533,8140,948",
ethaverine,CPD003_PC3_6H:BRD-K36756879-003-07-9:10,PC3,10 µM,6,0.03418803418803419,"100,10318,10410,1043,10581,1844,3428,3434,3437,3665,397,4050,4599,4778,4791,4973,51191,5209,5359,64135,7107,8519,9636,9741",
sulfamonomethoxine,CPD003_PC3_24H:BRD-K14116214-001-08-8:10,PC3,10 µM,24,0.03417533432392273,"10410,1512,1545,1604,214,2495,27074,28231,4057,4317,4599,4600,4791,5265,5272,57162,5887,6364,7324,8991,9188,928,972",
abiraterone,CPC020_VCAP_24H:BRD-K55301415-001-01-8:10,VCAP,10 µM,24,0.03415300546448088,"100,10318,1043,10625,11151,116496,3002,3320,3638,4616,5055,51582,5265,5266,57823,60489,6279,6280,64092,7431,7456,928,9334,9595,962",
ethambutol,CPC009_A549_6H:BRD-A74500471-001-14-8:10,A549,10 µM,6,0.034139402560455195,"10135,1116,2752,3001,3021,5055,5209,5473,597,60,60489,6279,6347,6351,64092,64116,65125,7057,7534,7764,821,8428,8837,969",
tenoxicam,CPC004_VCAP_6H:BRD-A22844106-001-16-1:10,VCAP,10 µM,6,0.034106412005457026,"1043,10602,1116,116496,133,2752,2995,3091,3428,4057,4318,4942,5209,5265,5696,57162,6279,6303,6653,7805,847,8837,9334,9595,972",
propofol,CPC015_NPC_24H:BRD-K82255054-001-08-4:10,NPC,10 µM,24,0.03409090909090909,"1102,133,1545,1604,1848,2359,2495,27074,3428,3597,4973,5355,5552,5734,64092,7037,7045,729230,8334,85236,8991,928,9308,960",
dienogest,REP.A017_HT29_24H:J01,HT29,10.0 um,24,0.03404255319148936,"10098,1043,10577,10964,11010,1462,217,241,2920,3428,3557,397,4050,5055,6192,6281,64167,7086,7431,8519,9086,928,9595,9636",
etilefrine,CPD003_PC3_24H:BRD-A09925278-003-04-9:10,PC3,10 µM,24,0.03404255319148936,"10365,10577,11010,133,23657,25816,2872,2923,3320,334,3557,3927,4005,50486,51573,5265,53827,6192,64422,6590,7045,7086,9086,960",
nisoldipine,CPC011_MCF7_24H:BRD-A96107863-001-10-0:10,MCF7,10 µM,24,0.034023668639053255,"10409,10550,1192,1545,2014,2643,3045,3569,54205,5552,5734,5887,6192,6279,6280,6281,64422,7086,8140,9086,960,969,975",
domperidone,CPC004_HT29_6H:BRD-K38305202-001-08-3:10,HT29,10 µM,6,0.03385049365303244,"10105,10409,10410,10477,10581,116496,133,2215,3002,3043,3620,366,3759,5473,5551,6279,6280,6286,6351,6364,7130,8519,9246,9516",
isotretinoin,CPC020_A549_6H:BRD-K76723084-001-18-2:10,A549,10 µM,6,0.033783783783783786,"11010,1116,116496,1535,1844,217,2919,330,3561,3934,4005,4057,4318,5265,5272,5734,5743,6286,6347,6590,7107,7130,7305,87,8942",
mosapride,CPC014_HT29_6H:BRD-A39052811-377-01-4:10,HT29,10 µM,6,0.03361344537815126,"10105,1026,10318,10365,1043,1983,214,2180,2353,2643,301,3337,3434,3624,3638,4154,50486,54,54205,6622,6653,7431,948,9636",
ciclesonide,REP.A003_PC3_24H:M03,PC3,1.11 um,24,0.0335195530726257,"10135,10140,10370,1043,10628,1236,2215,23406,3002,3043,3398,3553,4332,50486,5266,597,6192,6283,6286,6402,65108,6622,87,8942",
sulfaguanidine,CPD001_MCF7_24H:BRD-K45086103-001-11-4:10,MCF7,10 µM,24,0.033478893740902474,"10318,11151,1535,1545,214,23657,2517,25816,2643,27074,2920,3434,3669,50486,51191,6192,6286,7086,7529,8073,8942,9086,9636",
benidipine,CPC011_HA1E_6H:BRD-A35519318-003-08-1:10,HA1E,10 µM,6,0.033426183844011144,"10161,1043,10625,10875,1536,3001,3312,3428,3934,3936,4050,4318,5265,55819,5696,604,6275,6521,6622,7037,7048,7107,929,975",
piperacetazine,CPC017_SKB_24H:BRD-K16277217-001-03-4:10,SKB,10 µM,24,0.03333333333333333,"10409,10561,10964,2180,27074,3043,3434,3620,3956,4599,50486,5464,57162,6192,6364,64116,6500,6513,6774,7045,7048,7389,9086,948",
sisomicin,CPD002_MCF7_6H:BRD-A39903068-065-03-5:10,MCF7,10 µM,6,0.03328509406657019,"116496,1512,23645,2643,2921,311,3434,4332,4791,4938,5359,5464,5551,5743,6281,6515,7127,7130,728,7357,7453,8519,9636",
articaine,CPD003_PC3_24H:BRD-A70514680-003-07-0:10,PC3,10 µM,24,0.033236994219653176,"10124,10625,1476,1535,1545,2038,3043,3434,3557,4057,50486,51191,6192,6279,6280,6282,6286,64422,6521,6535,728,8991,9086",
sulfadiazine,CPD001_PC3_24H:BRD-K32273377-001-11-2:10,PC3,10 µM,24,0.03318903318903319,"10577,1230,1476,2180,226,2634,2752,302,3557,4048,4057,5055,5266,54407,5696,6193,6590,669,8334,85236,8942,9056,9935",
tacrine,REP.A021_PC3_24H:D12,PC3,0.04 um,24,0.03314121037463977,"10409,1043,1116,1545,217,2180,301,3106,3934,4057,4318,4502,5265,5696,6280,6283,6772,728,7453,7846,826,8743,948",
vortioxetine,REP.A016_A375_24H:I10,A375,0.37 um,24,0.03313253012048193,"10561,10964,133,1535,1545,2014,27074,2752,3107,3437,3459,3665,4939,54741,5696,6303,7127,7295,8334,8519,8942,9935",
melphalan,CRCGN004_HA1E_24H:BRD-A08200164-001-01-5:9.9UM,HA1E,10 µM,24,0.03313253012048193,"10161,10318,10875,116496,2353,2919,330,3620,3638,4082,4318,4609,51170,5696,6192,6347,65108,7130,8073,8334,85236,9086",
glucosamine,NMH002_FIBRNPC_24H:BRD-K70131229-003-01-2:10,FIBRNPC,10 µM,24,0.032904148783977114,"1508,2015,2634,2643,2752,3001,3105,3106,3107,330,3620,3983,5464,5473,5696,5887,6231,6303,64135,64422,7763,8564,8743",
